Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
130,0,120.5,189.7,270.1,14.3,1,0,0,127,52,107,2,43
56,0,91.1,179.3,300.7,11.9,2,0,0,90,115,89,8,35
117,0,168.8,241.4,204.8,15.5,0,0,0,137,107,106,4,8
63,0,153.5,287.3,230.2,6.5,2,0,0,81,115,85,5,12
126,0,226.2,140.3,208.9,6.4,0,0,0,88,114,110,2,46
132,0,191.9,206.9,272.0,12.6,1,0,0,107,127,88,2,37
122,0,180.0,145.0,233.7,11.5,2,0,0,88,77,120,6,27
46,0,257.4,261.1,204.4,13.4,2,1,0,67,91,107,5,31
150,28,174.4,169.9,201.6,11.0,1,0,0,75,80,130,4,23
99,0,159.7,155.4,255.7,8.4,1,0,0,83,121,114,3,13
87,0,237.2,222.6,173.3,11.0,1,0,0,124,87,81,3,1
108,0,103.0,242.3,170.2,7.9,1,0,0,129,103,89,3,0
53,0,205.1,160.5,149.5,10.7,3,0,0,86,95,142,2,38
132,39,175.7,187.2,225.5,8.6,2,0,0,93,94,118,3,0
158,0,155.9,224.2,221.0,8.6,2,0,0,123,112,116,8,4
114,34,154.4,221.4,208.5,10.3,0,0,0,109,142,103,5,25
77,23,209.7,183.6,205.5,7.1,2,0,0,73,63,111,3,2
91,23,232.4,186.0,190.5,12.3,3,0,0,97,88,128,3,1
58,0,165.4,115.7,193.8,12.8,2,0,0,100,87,118,5,10
97,0,217.6,320.5,150.7,4.2,0,0,0,81,51,110,3,19
107,0,212.1,150.1,219.8,7.7,3,0,0,95,88,111,2,31
142,30,154.0,165.8,270.0,10.8,1,0,0,75,97,83,5,24
9,31,193.8,202.6,191.2,13.3,1,0,0,130,98,102,2,34
73,0,175.4,248.1,122.4,12.2,0,0,0,130,105,85,4,3
48,22,152.0,258.8,263.2,15.7,2,1,0,63,131,109,5,31
43,0,230.2,186.7,128.4,9.2,0,0,0,147,121,100,3,49
122,33,174.9,248.2,164.6,13.5,1,1,0,103,105,116,3,32
93,0,190.2,262.2,130.0,8.8,0,0,0,68,64,92,4,40
85,0,176.4,224.9,219.6,11.5,1,0,0,122,123,50,1,46
59,0,160.9,251.2,273.4,5.0,3,0,0,95,65,97,5,42
87,0,228.7,163.0,154.1,11.8,1,0,0,90,99,90,3,18
137,0,144.0,181.6,128.1,12.3,0,0,0,90,100,93,2,35
104,0,130.5,131.2,264.7,13.0,0,0,0,77,117,63,6,17
161,0,105.4,214.8,223.6,7.8,0,0,0,70,122,126,5,37
50,0,188.9,203.9,151.8,11.6,3,0,0,94,104,124,8,43
103,24,111.8,239.6,268.3,6.9,1,0,0,85,102,81,4,24
92,0,212.4,224.6,221.3,9.0,1,0,0,105,118,105,4,23
77,0,142.3,306.3,196.5,9.9,1,0,0,112,111,82,1,33
159,15,113.9,145.3,195.2,11.8,1,0,0,102,146,137,9,9
110,27,267.9,263.3,178.1,8.3,1,1,1,103,74,106,2,16
138,0,171.4,115.2,224.5,17.0,3,0,0,117,128,115,4,33
178,0,275.4,187.5,147.1,13.6,1,0,0,150,62,126,3,33
38,31,197.2,249.9,298.9,3.9,0,0,0,118,70,104,2,40
50,35,192.6,135.2,216.2,7.9,2,0,0,97,101,101,2,22
70,0,126.3,141.6,255.9,9.6,0,0,0,99,106,96,2,42
147,33,251.5,234.1,213.4,10.4,3,0,0,107,110,87,6,34
94,0,190.6,152.3,144.7,7.5,1,0,0,108,95,97,5,33
179,0,116.1,201.8,181.9,11.6,0,0,0,101,99,103,5,14
116,0,217.3,216.1,148.1,11.3,2,0,0,91,95,76,3,25
59,0,179.4,232.5,175.8,14.7,0,0,0,80,99,105,3,28
133,0,277.3,228.4,117.3,12.8,2,1,0,138,117,103,4,22
140,0,125.3,167.6,260.6,8.4,1,0,0,84,121,94,4,42
93,32,138.1,167.3,238.9,6.8,2,0,0,91,72,115,3,46
52,38,169.3,225.9,172.0,8.2,0,0,0,88,97,86,3,36
64,27,201.3,143.8,150.2,12.3,1,0,0,101,89,127,3,8
12,0,216.7,116.5,220.0,9.8,2,0,1,117,126,110,4,28
48,0,190.4,317.5,133.4,8.3,2,0,0,92,85,113,4,37
181,0,143.3,195.5,223.3,6.0,1,0,0,91,58,95,7,34
168,42,97.4,203.6,173.9,11.4,2,0,0,57,98,124,2,24
155,0,181.4,167.7,168.5,11.3,3,0,0,111,92,122,3,9
105,0,246.4,256.2,169.0,3.8,0,0,0,83,101,151,4,28
11,0,143.4,289.4,194.0,9.7,2,0,0,130,50,100,6,34
182,0,104.9,198.5,258.2,8.0,2,0,0,111,120,91,5,28
104,0,156.2,193.0,222.7,13.1,1,0,0,93,54,94,5,34
102,0,114.8,81.9,304.3,12.0,0,0,0,125,126,101,4,35
122,0,232.5,205.5,213.7,11.9,0,0,0,96,120,91,2,1
41,0,143.6,152.4,194.4,8.6,1,0,0,117,108,110,3,40
132,0,176.7,244.1,176.3,9.1,2,0,0,132,80,120,4,10
76,0,263.4,230.3,170.6,11.4,1,1,0,148,69,101,5,50
13,0,146.4,148.5,216.7,11.3,1,0,0,74,92,96,3,49
154,0,166.9,154.9,189.4,7.2,0,0,0,99,97,89,5,18
100,0,142.5,195.7,122.1,7.8,2,0,0,87,88,117,8,2
146,0,133.0,262.8,214.3,11.2,1,0,1,65,93,128,3,0
148,11,252.9,284.3,262.8,12.3,1,0,0,129,88,99,1,7
67,28,95.0,291.2,159.6,10.0,2,0,0,94,73,114,2,1
161,0,194.2,249.4,254.9,12.9,1,1,1,106,105,129,1,44
116,0,201.8,231.5,226.1,16.5,0,0,0,82,95,130,5,23
99,42,216.0,232.3,215.5,9.3,2,1,0,125,104,100,4,45
87,0,146.3,171.8,167.5,5.3,1,0,0,108,102,66,9,44
87,0,234.8,140.9,204.3,9.5,1,0,0,85,91,93,5,15
70,0,198.6,213.9,171.2,10.6,2,0,0,111,115,105,6,6
131,0,94.4,215.1,179.7,13.1,2,0,0,80,101,108,9,8
119,0,190.4,215.6,161.2,10.0,2,0,0,74,113,111,1,46
119,32,142.6,208.2,171.0,12.0,3,0,0,77,126,102,2,24
87,0,134.2,165.0,173.1,10.7,0,0,1,80,71,102,5,39
75,0,122.8,211.3,261.4,10.7,2,0,0,89,104,91,2,39
161,38,240.4,201.8,206.1,16.1,0,0,0,112,102,112,6,15
91,24,93.5,183.4,240.7,9.9,0,0,1,112,128,133,3,9
124,0,158.6,211.2,179.3,10.2,3,0,0,104,77,104,8,16
158,0,220.9,242.2,233.3,6.4,0,0,0,129,108,75,5,39
102,0,144.4,266.5,217.6,7.1,0,0,0,87,128,59,7,33
85,0,212.3,228.4,163.3,7.7,0,0,0,107,103,116,3,44
79,0,147.0,165.7,243.2,8.4,1,0,0,72,102,107,9,36
139,25,96.2,178.9,182.1,12.9,2,0,0,112,70,84,10,23
103,0,263.4,179.1,214.7,10.3,0,0,0,118,69,112,2,27
78,0,162.3,192.4,240.6,10.1,2,0,0,116,86,100,3,30
161,0,178.1,146.5,137.6,8.5,1,0,0,109,86,78,2,37
67,0,201.4,97.6,202.5,7.0,0,0,0,101,122,119,3,16
92,0,208.0,198.9,76.4,8.6,0,0,0,125,76,97,6,10
174,0,239.2,188.5,105.6,8.8,1,0,0,72,124,116,3,32
124,0,193.0,89.8,172.8,15.3,1,0,0,97,99,104,3,35
132,31,174.5,245.6,172.8,10.3,1,0,0,101,105,76,9,28
190,26,116.7,145.9,175.1,9.9,1,0,0,71,88,103,3,39
101,0,93.8,150.0,241.1,10.7,1,0,0,127,104,116,2,11
185,30,154.1,118.7,258.4,12.9,2,0,1,114,106,105,3,50
68,29,239.5,203.8,167.8,9.9,0,0,0,82,105,70,6,34
117,25,216.0,224.1,267.9,11.8,0,0,0,140,69,112,4,16
118,0,187.4,177.8,233.4,12.2,1,0,0,97,89,97,6,18
124,0,167.4,233.2,109.6,10.3,0,0,0,119,143,115,5,38
22,0,160.4,218.1,192.9,12.5,1,0,0,108,88,115,4,33
75,0,143.2,209.1,173.0,11.9,1,0,0,92,142,96,9,23
44,0,143.2,169.8,215.8,7.6,1,0,0,77,114,77,4,34
177,0,232.8,175.2,212.2,12.5,2,0,0,106,97,77,7,21
110,0,162.0,247.5,155.5,8.9,0,0,0,81,89,99,8,30
80,0,322.3,222.0,162.8,6.7,0,1,0,113,95,123,8,21
158,0,209.9,221.3,210.0,8.2,1,0,0,112,82,93,3,23
64,19,291.1,226.7,219.1,7.5,1,0,0,150,123,67,2,27
88,0,215.6,216.2,171.3,11.8,3,0,0,115,85,65,1,41
82,0,208.8,213.7,175.1,12.4,3,0,1,101,87,86,6,44
111,0,255.9,204.1,171.3,12.3,3,0,0,97,129,84,5,17
60,0,252.7,221.1,109.9,12.4,2,0,0,97,121,100,4,26
113,0,132.1,247.5,246.2,6.9,3,0,0,72,107,123,6,31
109,0,217.0,207.0,268.0,8.2,1,0,0,115,142,106,4,9
105,42,101.9,223.1,241.6,12.9,0,0,0,79,97,77,2,15
85,0,211.5,184.6,164.3,13.3,2,0,0,100,88,131,4,8
131,0,153.4,198.5,164.4,10.4,0,0,0,86,81,83,3,1
59,0,166.3,239.3,123.2,10.0,2,0,0,95,87,108,3,21
115,0,245.2,159.0,229.9,7.2,0,0,0,105,109,74,8,0
106,0,274.4,198.6,160.8,6.0,1,0,0,120,82,62,3,13
93,0,98.4,249.6,248.2,14.2,1,0,0,78,129,114,4,39
57,29,279.9,223.1,251.7,13.0,1,0,0,121,109,94,2,17
98,0,187.2,195.6,181.8,5.1,1,0,0,127,88,129,4,28
116,35,200.4,272.8,214.5,8.3,1,0,0,104,89,100,4,48
30,0,162.3,244.0,180.1,9.1,2,0,0,96,122,89,4,49
52,0,165.5,205.5,213.6,12.2,0,0,0,78,89,124,6,16
135,28,201.4,246.5,154.8,12.9,2,1,0,100,117,131,4,31
86,0,190.5,179.6,258.5,10.1,3,0,0,115,130,89,5,27
98,29,179.9,189.2,164.3,12.8,3,0,0,97,89,76,7,8
151,0,235.9,80.6,212.8,5.8,3,0,0,104,91,116,2,50
117,0,144.6,258.8,253.2,7.4,2,0,0,115,66,113,9,34
55,0,189.0,118.5,248.1,17.1,0,0,0,100,99,87,6,24
82,0,101.0,155.6,304.4,13.3,0,0,0,93,104,93,2,13
108,15,165.1,267.0,250.7,10.9,1,0,0,85,93,114,4,42
98,0,165.0,202.6,172.3,12.5,1,1,0,129,113,94,7,35
130,0,155.9,256.1,262.9,11.7,3,0,0,95,97,103,3,14
136,0,199.2,214.7,150.9,11.8,1,0,1,122,114,105,7,9
47,0,155.3,188.2,247.0,12.3,3,0,0,116,85,73,4,19
189,0,208.3,236.7,179.1,11.3,3,0,0,106,123,120,5,36
107,0,157.1,162.6,150.0,12.1,1,0,0,79,124,138,6,17
159,0,189.1,246.1,242.0,10.4,1,1,0,105,147,106,5,29
11,24,131.5,230.2,283.7,10.0,2,0,0,98,111,87,3,45
167,0,166.4,243.2,229.2,9.9,1,0,0,85,135,95,5,34
111,0,142.3,122.8,229.5,12.8,2,0,0,75,106,94,9,26
99,19,87.7,223.0,182.3,7.3,2,0,0,103,86,112,4,46
159,19,184.1,194.5,225.6,16.9,0,0,0,78,71,101,3,16
114,31,174.5,224.2,116.3,12.3,2,0,1,104,92,91,10,45
71,0,103.3,138.5,164.8,9.0,2,0,0,103,79,98,2,1
100,25,246.6,141.4,189.8,13.0,1,0,0,94,112,109,5,1
83,37,78.5,210.5,179.7,11.8,1,0,0,109,101,102,4,49
105,0,206.2,256.4,117.1,9.0,1,0,0,84,138,91,3,42
144,33,251.6,197.6,209.2,12.2,2,0,0,87,118,97,3,13
106,26,270.3,215.2,254.0,14.4,1,1,1,111,90,133,7,50
19,34,156.6,224.2,260.9,11.3,1,0,0,97,97,135,1,43
46,0,139.4,223.7,173.1,13.6,1,0,0,81,113,77,6,19
127,0,220.2,188.4,172.7,11.7,2,0,0,108,124,113,3,14
9,39,214.1,169.2,189.7,10.1,1,0,0,108,115,117,3,18
157,0,196.0,213.4,196.8,7.9,1,0,0,74,96,81,6,5
105,29,179.4,275.4,246.1,10.0,0,0,0,113,100,105,5,22
31,0,177.3,152.8,162.9,5.1,0,0,0,129,105,92,2,13
161,0,151.6,219.4,224.7,4.0,1,0,0,117,87,68,5,47
95,32,262.2,165.2,194.3,10.6,0,0,0,123,82,57,5,23
122,0,173.6,91.7,211.7,9.7,3,0,0,110,84,103,7,34
37,0,106.6,147.4,235.8,9.6,2,0,1,76,89,113,8,20
119,24,217.2,138.7,139.3,11.3,0,0,0,94,52,85,4,11
16,0,209.5,172.8,94.1,8.8,1,0,0,89,85,102,4,1
99,0,95.4,207.2,136.0,5.6,1,0,0,105,101,117,5,6
76,26,214.6,205.2,134.6,8.1,1,0,0,110,87,140,2,5
129,0,168.4,217.1,81.6,11.8,1,0,0,117,129,100,7,31
116,0,146.4,176.6,212.6,7.8,1,0,0,123,113,102,5,9
60,0,183.0,206.7,203.8,11.1,1,0,1,110,93,119,6,4
128,0,103.3,245.9,161.1,6.4,0,0,0,122,123,95,7,16
47,28,112.2,154.8,166.7,10.6,0,0,0,70,106,105,2,43
40,0,170.7,179.1,281.9,8.2,3,0,1,55,108,89,9,23
173,0,172.5,142.6,102.0,10.9,0,0,0,78,91,63,2,0
157,30,194.3,243.2,322.2,7.1,1,0,0,107,108,114,5,37
66,32,187.8,129.8,132.3,12.0,2,0,0,117,90,113,3,25
50,26,307.1,289.4,174.9,8.0,0,0,1,94,78,109,3,46
72,0,118.2,167.2,214.2,12.2,3,0,0,106,136,106,3,44
130,0,154.0,205.9,233.7,12.9,1,0,0,95,106,75,1,16
89,0,125.6,213.0,181.7,5.4,1,0,1,108,90,108,5,8
108,0,199.3,224.2,140.1,15.2,0,0,0,104,92,57,2,15
32,0,157.9,180.8,132.5,12.8,1,0,0,88,132,102,3,43
166,0,203.4,167.7,132.0,9.2,2,0,0,81,110,124,5,19
109,0,222.2,218.5,266.0,10.9,1,0,0,113,122,88,5,46
72,39,92.8,271.2,167.1,5.8,1,0,0,98,115,83,7,4
134,32,216.8,102.2,174.0,8.6,0,0,0,78,111,83,2,12
90,0,113.2,189.3,271.8,14.1,3,0,0,108,63,124,4,10
111,36,166.2,238.8,108.8,11.2,3,0,0,54,109,92,2,48
72,0,207.8,195.7,184.8,13.1,0,0,0,92,110,124,4,40
67,35,245.4,148.2,274.0,7.5,1,0,0,89,102,136,6,22
172,0,287.1,178.4,153.2,14.4,3,1,0,108,125,98,2,20
154,32,192.3,165.3,205.0,9.0,2,0,0,82,134,74,1,15
69,0,194.2,242.1,215.8,9.7,2,0,0,122,81,80,3,21
123,0,211.0,217.0,214.8,9.8,3,0,0,92,102,104,7,7
130,12,141.9,228.9,195.1,8.7,0,0,0,92,102,101,5,42
142,26,220.5,239.5,254.3,5.9,2,0,0,94,126,109,9,9
29,0,157.4,145.0,281.8,9.3,1,0,0,122,75,92,2,47
87,28,143.5,223.5,175.4,11.2,0,0,0,106,147,69,5,11
146,0,160.1,208.4,177.6,9.2,2,0,1,63,112,98,3,42
48,0,188.4,165.9,205.7,13.2,1,0,0,63,89,71,2,46
135,0,194.8,235.3,174.4,11.0,1,0,0,97,118,126,3,37
100,0,247.8,130.0,134.3,6.9,1,0,0,117,95,125,2,15
75,26,118.5,213.9,132.6,13.4,2,0,0,86,118,99,3,9
180,33,231.8,232.9,206.9,7.6,1,0,0,78,79,121,4,7
119,35,217.1,220.8,249.5,8.0,2,0,0,92,134,93,5,35
155,39,183.3,205.1,263.7,5.1,1,0,0,106,101,90,7,18
78,0,236.8,265.3,152.4,9.5,1,1,1,141,101,77,2,14
153,0,193.8,195.3,182.7,8.5,1,0,0,90,121,108,3,31
92,25,134.0,206.0,180.6,9.7,0,0,0,112,111,118,4,12
13,25,176.6,172.7,104.5,11.3,2,0,0,65,96,128,5,47
154,0,191.4,205.4,205.7,10.2,3,0,0,93,119,121,3,29
144,35,174.8,219.6,255.8,12.8,0,0,1,127,93,90,3,6
48,0,275.2,180.2,159.0,7.9,1,0,0,67,108,110,2,49
94,0,174.0,241.1,207.8,7.9,1,0,0,85,114,94,1,28
139,0,165.0,249.7,170.3,12.6,1,0,0,132,86,128,8,44
126,0,228.7,168.7,223.5,11.8,1,0,0,102,99,100,4,25
122,0,107.9,235.8,228.6,9.5,2,0,0,88,109,119,3,23
139,0,221.3,157.8,192.5,11.3,1,0,0,140,89,89,6,30
95,0,141.1,211.4,103.7,5.9,3,0,0,84,108,127,6,18
131,28,249.6,227.2,239.9,7.6,3,0,0,87,138,92,3,16
36,0,178.6,213.1,198.0,10.9,1,0,0,83,103,119,5,16
180,0,139.0,224.9,170.8,15.7,2,0,0,96,64,118,5,33
25,0,134.3,202.3,195.9,12.6,2,0,0,98,109,100,5,26
113,0,215.9,240.1,156.7,4.9,3,0,0,93,85,123,5,26
88,31,181.6,213.2,207.8,11.4,1,0,0,91,120,104,4,13
120,0,178.4,168.3,120.5,9.3,1,0,0,97,113,93,9,0
74,0,106.4,140.2,90.9,11.4,1,0,0,84,104,81,3,44
109,0,170.7,240.2,119.0,11.4,2,0,0,101,82,112,4,2
162,33,184.5,183.2,127.4,12.3,0,0,0,139,78,106,6,18
124,37,161.2,204.2,231.5,8.9,1,0,0,109,79,87,4,16
177,0,84.9,257.5,210.5,7.5,2,0,0,77,109,66,5,37
91,0,217.9,230.1,232.1,10.6,1,0,0,71,116,110,2,48
105,0,270.9,226.2,178.8,8.8,0,1,0,98,110,60,5,5
24,0,243.0,183.9,184.3,15.3,0,1,0,91,77,109,6,16
86,0,126.3,168.8,154.6,9.8,2,0,0,115,112,95,7,12
91,0,159.0,255.1,82.4,10.1,0,0,0,109,142,73,4,29
56,0,150.9,161.8,167.7,11.7,3,0,0,79,87,115,5,13
64,0,168.0,192.4,166.5,10.1,2,0,0,116,94,98,3,43
136,0,256.8,230.1,143.6,9.1,3,0,1,90,104,82,10,28
116,35,182.8,212.7,193.8,11.0,1,0,0,122,119,103,2,26
45,38,196.8,254.2,261.8,7.7,1,0,0,92,108,85,2,27
122,0,140.1,231.4,188.1,11.2,2,0,0,120,128,127,5,23
132,0,117.6,214.0,239.5,8.8,1,0,0,66,108,94,5,19
101,0,193.7,186.6,223.0,11.6,0,0,1,108,98,100,8,38
58,0,243.1,231.4,180.9,7.8,2,0,0,105,108,120,4,10
81,0,145.4,129.3,186.4,5.2,1,0,0,132,91,109,4,33
87,0,169.1,169.9,244.9,9.9,3,0,0,105,102,106,10,43
116,0,229.3,184.5,168.2,8.8,2,0,0,93,111,91,3,21
62,33,186.4,201.0,286.7,11.1,2,1,0,84,136,103,3,23
90,0,76.1,290.3,236.9,10.8,0,0,0,121,73,89,3,30
98,0,162.8,185.0,219.5,6.0,2,0,0,65,109,104,3,42
107,0,194.4,247.8,245.4,11.2,2,0,1,83,84,93,7,39
55,20,189.3,118.6,250.2,12.5,2,0,0,95,113,102,4,30
30,0,145.0,240.7,197.1,7.1,3,0,0,76,112,134,4,27
40,31,224.7,134.5,120.3,7.5,1,1,0,69,81,104,5,19
72,0,147.0,162.3,162.9,10.5,1,0,0,79,103,80,4,42
95,39,260.8,213.4,195.6,10.1,1,0,0,130,111,97,5,50
86,0,166.2,255.3,228.1,5.4,1,0,0,112,81,97,7,15
131,0,211.8,260.5,144.2,10.8,0,0,0,115,102,96,7,31
74,0,162.7,292.0,183.3,8.7,0,0,0,102,105,80,6,26
81,37,237.1,264.2,271.3,7.9,1,0,1,76,125,120,3,28
111,0,176.4,201.0,150.4,11.2,0,0,0,62,124,138,2,1
3,27,67.4,244.0,281.1,11.4,2,0,0,116,78,93,2,33
51,0,229.7,336.0,192.8,9.6,1,1,0,129,104,128,1,22
68,24,176.0,277.9,174.7,14.7,1,0,0,118,116,71,7,9
163,0,247.7,269.5,167.3,9.6,0,1,0,77,108,82,7,34
87,0,115.4,262.6,245.7,13.1,2,0,0,90,68,69,5,16
58,0,112.2,209.6,260.9,13.9,0,1,0,95,108,78,1,27
109,0,162.6,154.0,209.7,11.5,0,0,0,138,109,118,4,23
144,0,139.6,124.2,95.6,15.0,2,0,0,96,93,75,4,44
107,14,114.3,199.8,194.7,7.5,1,0,0,132,91,74,8,14
149,0,196.3,136.8,154.7,7.7,2,0,0,108,96,87,3,35
56,0,253.2,188.0,142.0,4.4,1,0,0,95,116,133,4,19
129,0,98.0,240.7,254.8,10.5,0,0,0,99,62,123,4,37
92,0,249.4,211.5,169.0,9.1,0,0,0,118,95,116,3,4
67,30,129.6,233.0,297.0,14.5,1,0,0,107,104,93,5,49
120,0,221.3,267.6,111.5,9.3,0,0,0,106,98,80,7,46
166,0,220.7,177.8,206.1,12.4,1,0,0,106,118,102,9,13
66,0,87.6,262.0,184.6,9.2,1,0,0,76,111,125,5,37
76,0,203.6,161.7,175.9,8.4,0,0,0,61,127,97,3,10
98,31,181.6,220.7,236.3,12.9,2,0,0,112,100,121,4,11
141,22,215.4,328.7,160.5,7.8,1,0,0,123,98,89,6,3
49,0,266.3,207.8,205.0,14.0,2,1,0,90,117,98,2,44
46,0,199.2,175.1,210.6,10.2,3,0,0,111,83,84,2,12
137,0,115.0,137.8,224.0,7.3,3,0,0,130,83,61,4,6
171,0,270.5,230.0,136.0,9.6,1,1,0,69,112,111,5,47
10,0,222.2,153.1,227.4,12.9,1,0,0,127,125,80,4,45
88,0,61.9,262.6,212.5,8.8,3,0,0,78,114,110,2,5
89,0,141.1,249.1,136.0,10.8,2,0,0,92,126,73,2,18
82,0,189.2,184.4,255.8,10.6,3,1,0,81,117,83,5,43
139,0,196.0,186.0,153.0,9.8,3,0,0,135,146,92,1,41
87,0,171.6,205.0,170.6,13.8,0,0,0,119,107,114,4,45
137,0,174.0,161.3,260.7,11.4,2,0,1,123,115,98,3,34
45,0,78.6,187.3,184.2,7.4,1,1,0,106,110,111,5,47
90,0,200.9,164.3,249.0,8.9,1,0,0,92,91,98,7,48
103,0,141.3,253.6,215.8,6.4,1,0,0,123,87,96,2,42
110,0,185.1,165.1,111.6,6.3,3,0,0,100,88,104,4,47
124,0,254.3,78.9,153.2,11.8,2,0,0,113,104,69,2,30
10,0,183.0,214.8,206.4,8.7,2,0,0,103,77,73,6,26
121,0,207.9,210.5,109.6,7.7,2,0,0,98,96,114,2,47
101,0,248.6,174.9,207.2,6.1,3,0,0,102,93,86,3,48
103,31,185.4,197.6,147.1,14.5,2,0,0,105,126,110,4,2
51,0,197.8,221.0,168.6,8.9,1,0,0,60,64,134,5,48
118,0,154.6,184.2,217.4,12.6,2,0,0,112,105,102,5,45
130,0,211.2,231.1,220.9,6.3,2,0,0,119,120,80,9,45
193,0,96.8,142.6,210.1,10.9,2,1,0,92,103,115,5,13
114,0,172.0,276.4,193.7,10.1,1,0,0,145,101,100,9,42
137,0,141.1,147.2,254.7,8.0,2,0,0,91,100,75,7,3
185,29,151.1,244.7,154.4,13.8,2,0,0,121,88,91,2,26
101,0,209.6,228.8,172.4,7.6,3,0,0,107,96,85,2,36
95,32,247.0,125.6,226.5,10.5,3,0,0,109,91,90,4,13
126,0,321.3,167.9,193.6,8.0,1,1,0,99,93,106,4,16
124,0,251.5,214.2,186.1,11.1,3,0,0,85,98,71,6,25
97,0,236.9,157.6,241.0,7.3,0,1,1,107,105,120,2,50
28,0,159.7,216.7,206.7,9.3,2,0,0,79,131,116,3,43
190,0,150.9,268.6,179.9,14.7,1,0,0,86,129,73,1,11
31,28,210.5,250.5,241.6,11.5,1,0,0,101,86,125,2,14
52,24,170.9,201.4,159.0,4.1,2,0,0,71,80,124,5,0
73,0,254.7,90.2,153.4,10.6,0,0,0,80,79,60,8,20
111,0,284.4,157.0,242.8,8.4,0,1,0,89,113,91,8,19
111,0,224.9,191.9,229.9,10.3,0,0,0,117,127,97,3,27
59,0,151.8,209.9,266.9,11.9,1,0,0,98,92,86,5,46
71,22,141.4,163.0,220.0,5.6,2,0,0,107,105,99,3,17
55,0,285.7,230.9,230.7,14.8,0,1,0,124,106,140,7,47
13,0,58.4,262.2,159.0,11.9,1,0,0,121,64,115,5,18
136,16,90.4,201.3,227.1,13.1,0,0,0,105,109,115,4,47
123,0,114.4,216.6,250.6,11.0,0,0,0,91,123,102,3,21
105,0,147.7,222.7,163.5,12.8,2,0,0,103,78,102,3,48
118,0,136.1,204.2,228.2,11.3,1,0,0,120,103,90,4,12
97,0,169.7,165.9,191.9,12.8,3,0,0,84,86,83,6,3
51,0,227.2,194.4,243.4,14.9,0,0,0,89,106,126,2,28
73,0,217.8,220.6,277.3,10.3,1,1,0,91,97,89,6,46
35,0,124.2,123.9,135.7,13.1,2,0,0,102,115,100,8,11
64,0,206.2,232.4,251.6,13.6,1,0,0,76,76,96,2,50
63,0,132.9,67.0,160.4,9.9,3,0,0,122,62,121,2,49
117,31,104.9,237.6,263.4,7.7,3,0,0,115,125,104,6,36
115,0,245.0,250.7,270.2,13.7,1,1,0,97,75,124,8,6
162,0,184.5,224.0,180.5,11.6,1,0,0,118,95,82,3,44
89,0,89.5,179.3,225.1,12.3,3,0,0,66,104,116,1,34
94,0,235.6,194.8,170.6,8.6,1,0,1,131,107,93,4,45
86,0,223.9,155.7,150.2,7.3,1,0,0,75,109,143,9,41
96,0,179.5,162.3,264.5,6.6,1,0,0,125,139,133,2,38
190,0,169.4,253.5,197.1,8.9,1,0,0,102,113,93,5,28
80,0,118.1,144.3,225.1,8.2,1,0,0,90,77,86,6,6
97,32,168.4,225.9,191.8,8.5,0,0,0,129,97,95,7,22
84,42,214.3,188.2,333.5,11.3,0,0,0,112,107,117,10,46
131,34,156.6,71.0,261.7,13.4,1,0,0,134,95,120,10,46
58,43,142.8,272.3,193.4,8.9,1,0,1,96,100,105,4,14
36,0,202.4,230.7,202.0,10.2,3,0,0,115,115,127,2,24
54,0,116.8,123.1,217.5,12.0,1,0,0,119,123,101,2,48
45,0,155.7,260.3,192.2,11.0,1,0,0,110,103,98,1,31
125,39,236.1,289.2,175.4,9.1,2,0,0,107,110,107,4,10
72,21,138.1,260.1,135.4,8.2,2,0,0,113,83,118,2,46
141,0,51.9,162.0,223.5,10.1,3,0,0,108,83,115,3,6
113,0,81.3,220.6,235.7,8.9,0,0,0,116,124,113,3,3
20,35,171.5,153.1,165.6,7.1,0,0,0,98,127,125,3,41
94,0,194.1,227.2,190.4,15.3,1,0,0,62,54,115,4,35
40,0,115.7,127.8,107.5,9.3,1,0,0,105,113,91,6,34
86,29,157.2,196.3,226.7,8.4,3,0,0,118,136,109,5,29
170,0,246.4,228.1,166.4,9.1,0,0,0,107,124,95,8,27
105,0,227.4,268.5,143.3,13.0,1,0,0,121,89,82,4,11
103,0,189.8,115.5,191.3,12.2,0,0,0,110,83,103,4,44
98,19,110.5,227.8,243.6,11.0,1,0,0,87,97,84,4,43
112,0,167.8,247.9,155.1,11.9,0,0,0,88,81,108,4,48
70,0,213.4,204.7,256.6,5.7,1,0,0,86,77,101,4,29
126,0,175.4,98.3,201.9,10.6,0,0,0,120,71,93,1,17
87,39,82.6,224.4,163.6,9.5,3,0,0,113,63,88,1,33
86,0,125.5,269.8,235.8,8.9,1,0,0,139,93,110,8,24
1,30,183.1,232.6,248.3,8.4,0,0,0,95,110,110,2,31
133,0,162.1,212.1,260.4,12.2,1,0,0,91,94,78,5,30
103,0,166.6,192.4,167.9,7.7,1,0,0,84,91,115,6,27
131,24,135.9,233.2,210.6,9.4,1,0,0,60,78,121,4,26
95,20,165.7,215.6,243.3,9.8,0,0,0,78,94,91,6,41
182,0,176.1,174.9,234.7,9.7,1,0,0,90,106,134,4,45
99,0,142.3,204.5,203.1,9.1,0,0,0,89,95,114,1,18
27,0,177.6,296.8,192.9,7.6,3,0,0,121,92,106,3,33
